,name,transcripts,condition,location,meaning,function,process
591,YGR264C,27.3205130142274,IFFABF,mitochondria,E1B1 ethanol,tRNA,ion   
592,YFR014C,65.88548154556446,IFFABF,nucleus,E1B1 ethanol,tRNA,ion   
593,YER095W,23.20880141046216,SAASCC,mitochondria,pbs2 galactose,tRNA,ion   
594,YLR270W,22.059664327638952,SAASCC,mitochondria,pbs2 galactose,tRNA,ion   
595,YJR160C,39.56045694965141,SAASCC,nucleus,pbs2 galactose,tRNA,ion   
596,YKR030W,22.80135848669755,IFFAFF,mitochondria,G2A1 glucose,tRNA,ion   
597,YBR105C,26.175959542728787,IFFAFF,mitochondria,G2A1 glucose,tRNA,ion   
598,YGL060W,44.87307350182078,IFFAFF,nucleus,G2A1 glucose,tRNA,ion   
599,YDR477W,26.529933470339632,IFFAFA,mitochondria,G1A1 glucose,tRNA,ion   
600,YDR324C,29.456029073685915,IFFAFA,mitochondria,G1A1 glucose,tRNA,ion   
601,YGR191W,45.45201837197892,IFFAFA,nucleus,G1A1 glucose,tRNA,ion   
602,YIL042C,33.82928133719095,INICIA,mitochondria,YB210 biofuel generation,tRNA,ion   
603,YJL072C,17.7200997480524,INICIA,mitochondria,YB210 biofuel generation,tRNA,ion   
604,YMR140W,40.272953972846366,INICIA,nucleus,YB210 biofuel generation,tRNA,ion   
605,YIR019C,24.00243666115622,INICIF,mitochondria,YB211 biofuel generation,tRNA,ion   
606,YOR356W,29.65818323073901,INICIF,mitochondria,YB211 biofuel generation,tRNA,ion   
607,YGL053W,62.21321226541067,INICIF,nucleus,YB211 biofuel generation,tRNA,ion   
608,YKL185W,12.3058128744533,SAABQI,mitochondria,30 deg temperature,tRNA,ion   
609,YAR027W,11.676538352464211,SAABQI,mitochondria,30 deg temperature,tRNA,ion   
610,YMR166C,29.156386185494465,SAABQI,nucleus,30 deg temperature,tRNA,ion   
611,YLL026W,4.362096129325858,FFNAAA,mitochondria,Strain6 phenol lysis,tRNA,ion   
612,YGL221C,10.047524792267426,FFNAAA,mitochondria,Strain6 phenol lysis,tRNA,ion   
613,YDR206W,4.292696747218796,FFNARN,mitochondria,Strain6 phenol lysis,tRNA,ion   
614,YKR081C,9.951251550370843,FFNARN,mitochondria,Strain6 phenol lysis,tRNA,ion   
615,YBL069W,6.062337295236641,FFNAAR,mitochondria,Strain6 phenol lysis,tRNA,ion   
616,YOL031C,10.04357372792936,FFNAAR,mitochondria,Strain6 phenol lysis,tRNA,ion   
617,YDL159W,10.341598688626473,FFNAAA,nucleus,Strain6 phenol lysis,tRNA,ion   
618,YHR192W,8.000025756180483,FFNARN,nucleus,Strain6 phenol lysis,tRNA,ion   
619,YFR044C,8.052955511583,FFNAAR,nucleus,Strain6 phenol lysis,tRNA,ion   
620,YGR119C,9.700258022413736,IFAAAR,mitochondria,DDY3630 strain W303,tRNA,ion   
621,YDR538W,5.573198703244589,IFAAAR,mitochondria,DDY3630 strain W303,tRNA,ion   
622,YNL059C,15.874160777505049,IFAAAR,nucleus,DDY3630 strain W303,tRNA,ion   
623,YAL020C,2.790512679036129,AFIINC,mitochondria,itc1 itc1-1_dUTP,tRNA,ion   
624,YAL056W,1.669425149167644,AFIINC,mitochondria,itc1 itc1-1_dUTP,tRNA,ion   
625,YBL042C,7.36124475223528,AFIINC,nucleus,itc1 itc1-1_dUTP,tRNA,ion   
626,YBL013W,30.656550005164963,IFFABN,mitochondria,E2B1 ethanol,tRNA,ion   
627,YPL134C,29.856813918073705,IFFABN,mitochondria,E2B1 ethanol,tRNA,ion   
628,YIL121W,67.17783131566583,IFFABN,nucleus,E2B1 ethanol,tRNA,ion   
629,YGL035C,29.28983815255474,SAARRS,mitochondria,wild type salt stress,tRNA,ion   
630,YJL087C,21.16794063402985,SAARRS,mitochondria,wild type salt stress,tRNA,ion   
631,YJL041W,54.69529053538018,SAARRS,nucleus,wild type salt stress,tRNA,ion   
632,YLR028C,14.677435299490908,SAABQR,mitochondria,37 deg temperature,tRNA,ion   
633,YIL065C,9.065474743803208,SAABQR,mitochondria,37 deg temperature,tRNA,ion   
634,YIL003W,25.502874004545287,SAABQR,nucleus,37 deg temperature,tRNA,ion   
635,YOR129C,6.092975340317793,FAFASB,mitochondria,tet-control strain tet-control,tRNA,ion   
636,YNL258C,4.914465636335272,FAFASB,mitochondria,tet-control strain tet-control,tRNA,ion   
637,YGL098W,13.182740067450734,FAFASB,nucleus,tet-control strain tet-control,tRNA,ion   
638,YKL119C,14.865660973835938,SAABBN,mitochondria,15 deg temperature,tRNA,ion   
639,YDR458C,10.611178876946864,SAABBN,mitochondria,15 deg temperature,tRNA,ion   
640,YLR086W,11.873267009515104,SAABFA,mitochondria,15 deg temperature,tRNA,ion   
641,YMR170C,6.8318401443638495,SAABFA,mitochondria,15 deg temperature,tRNA,ion   
642,YLR404W,30.83248201980787,SAABBN,nucleus,15 deg temperature,tRNA,ion   
643,YKL179C,25.39559888146286,SAABFA,nucleus,15 deg temperature,tRNA,ion   
644,YPL016W,28.672061467993338,SAASCF,mitochondria,ste12 galactose,tRNA,ion   
645,YML102W,21.09335003336714,SAASCF,mitochondria,ste12 galactose,tRNA,ion   
646,YGL216W,46.961726346354254,SAASCF,nucleus,ste12 galactose,tRNA,ion   
647,YHR042W,21.063243996618457,INICIQ,mitochondria,YB212 biofuel generation,tRNA,ion   
648,YBL075C,21.420248132154363,INICIQ,mitochondria,YB212 biofuel generation,tRNA,ion   
649,YFL031W,33.73689080814312,INICIQ,nucleus,YB212 biofuel generation,tRNA,ion   
650,YML065W,22.077670923092576,IFFAFQ,mitochondria,G2A2 glucose,tRNA,ion   
651,YCL061C,25.5709732843414,IFFAFQ,mitochondria,G2A2 glucose,tRNA,ion   
652,YJL145W,49.88435771863322,IFFAFQ,nucleus,G2A2 glucose,tRNA,ion   
653,YPR009W,16.990983551526348,SAABRQ,mitochondria,wild type none,tRNA,ion   
654,YKL178C,11.471260718212816,SAABRQ,mitochondria,wild type none,tRNA,ion   
655,YBR132C,44.87121622999776,SAABRQ,nucleus,wild type none,tRNA,ion   
656,YDL126C,20.74963629521692,IFFAFB,mitochondria,G1B2 glucose,tRNA,ion   
657,YML051W,25.20436047159117,IFFAFB,mitochondria,G1B2 glucose,tRNA,ion   
658,YPL192C,45.71953759963049,IFFAFB,nucleus,G1B2 glucose,tRNA,ion   
659,YOR047C,95.13863535179507,IFFABF,mitochondria,E1B1 ethanol,ATP,ion   
660,YBR005W,27.3205130142274,IFFABF,nucleus,E1B1 ethanol,ATP,ion   
661,YLR168C,7.818410476740317,IFFABF,nucleus,E1B1 ethanol,ATP,ion   
662,YBR149W,114.49926539999107,SAASCC,mitochondria,pbs2 galactose,ATP,ion   
663,YHR011W,6.423864676110062,SAASCC,nucleus,pbs2 galactose,ATP,ion   
664,YDL019C,2.731555360809264,SAASCC,nucleus,pbs2 galactose,ATP,ion   
665,YPL112C,62.84054398933845,IFFAFF,mitochondria,G2A1 glucose,ATP,ion   
666,YNL077W,21.798098713282855,IFFAFF,nucleus,G2A1 glucose,ATP,ion   
667,YOR123C,8.57331079099828,IFFAFF,nucleus,G2A1 glucose,ATP,ion   
668,YHR206W,81.15038473280357,IFFAFA,mitochondria,G1A1 glucose,ATP,ion   
669,YBR172C,30.138784714466716,IFFAFA,nucleus,G1A1 glucose,ATP,ion   
670,YMR164C,8.778286810038848,IFFAFA,nucleus,G1A1 glucose,ATP,ion   
671,YOL122C,53.1602992441572,INICIA,mitochondria,YB210 biofuel generation,ATP,ion   
672,YPL092W,6.443672635655418,INICIA,nucleus,YB210 biofuel generation,ATP,ion   
673,YLL031C,9.665508953483128,INICIA,nucleus,YB210 biofuel generation,ATP,ion   
674,YER162C,148.56680623026006,INICIF,mitochondria,YB211 biofuel generation,ATP,ion   
675,YPL029W,16.69134963218335,INICIF,nucleus,YB211 biofuel generation,ATP,ion   
676,YNL199C,17.105184747030872,INICIF,nucleus,YB211 biofuel generation,ATP,ion   
677,YOR374W,31.53364549078658,SAABQI,mitochondria,30 deg temperature,ATP,ion   
678,YKL064W,25.9400941842169,SAABQI,nucleus,30 deg temperature,ATP,ion   
679,YFL008W,12.865168005110268,SAABQI,nucleus,30 deg temperature,ATP,ion   
680,YMR034C,13.674436180695666,FFNAAA,mitochondria,Strain6 phenol lysis,ATP,ion   
681,YFL050C,12.097599923980244,FFNARN,mitochondria,Strain6 phenol lysis,ATP,ion   
682,YBL093C,14.929636622597696,FFNAAR,mitochondria,Strain6 phenol lysis,ATP,ion   
683,YOL108C,6.518638035958866,FFNAAA,nucleus,Strain6 phenol lysis,ATP,ion   
684,YDR217C,5.587404030821886,FFNAAA,nucleus,Strain6 phenol lysis,ATP,ion   
685,YIL087C,4.09757416779976,FFNARN,nucleus,Strain6 phenol lysis,ATP,ion   
686,YHR075C,3.512206429542651,FFNARN,nucleus,Strain6 phenol lysis,ATP,ion   
687,YOR270C,5.881372002841517,FFNAAR,nucleus,Strain6 phenol lysis,ATP,ion   
688,YLR350W,4.52413230987809,FFNAAR,nucleus,Strain6 phenol lysis,ATP,ion   
689,YDR423C,125.39140874844914,IFAAAR,mitochondria,DDY3630 strain W303,ATP,ion   
690,YLR329W,16.196761101644956,IFAAAR,nucleus,DDY3630 strain W303,ATP,ion   
691,YPR161C,6.062661264008586,IFAAAR,nucleus,DDY3630 strain W303,ATP,ion   
692,YPR004C,25.90144103764827,AFIINC,mitochondria,itc1 itc1-1_dUTP,ATP,ion   
693,YCL045C,11.999580093567204,AFIINC,nucleus,itc1 itc1-1_dUTP,ATP,ion   
694,YOR291W,3.9116002089046154,AFIINC,nucleus,itc1 itc1-1_dUTP,ATP,ion   
695,YJL019W,104.36555936540942,IFFABN,mitochondria,E2B1 ethanol,ATP,ion   
696,YKL002W,32.25602217934748,IFFABN,nucleus,E2B1 ethanol,ATP,ion   
697,YMR059W,10.39656913218638,IFFABN,nucleus,E2B1 ethanol,ATP,ion   
698,YOR153W,92.77404194469617,SAARRS,mitochondria,wild type salt stress,ATP,ion   
699,YHR124W,3.217370031492952,SAARRS,nucleus,wild type salt stress,ATP,ion   
700,YBR165W,2.569972403204736,SAARRS,nucleus,wild type salt stress,ATP,ion   
701,YBR106W,20.05694778482468,SAABQR,mitochondria,37 deg temperature,ATP,ion   
702,YOR056C,19.22677610498922,SAABQR,nucleus,37 deg temperature,ATP,ion   
703,YFR031C,17.201157206190704,SAABQR,nucleus,37 deg temperature,ATP,ion   
704,YPL031C,36.76896829273356,FAFASB,mitochondria,tet-control strain tet-control,ATP,ion   
705,YMR182C,12.530684811732511,FAFASB,nucleus,tet-control strain tet-control,ATP,ion   
706,YBL103C,5.2191144033511625,FAFASB,nucleus,tet-control strain tet-control,ATP,ion   
707,YNL125C,72.97688114428551,SAABBN,mitochondria,15 deg temperature,ATP,ion   
708,YJL106W,39.29485986482379,SAABFA,mitochondria,15 deg temperature,ATP,ion   
709,YLL043W,40.09223717186056,SAABBN,nucleus,15 deg temperature,ATP,ion   
710,YKL055C,30.882534750359508,SAABBN,nucleus,15 deg temperature,ATP,ion   
711,YOR193W,25.91387640965598,SAABFA,nucleus,15 deg temperature,ATP,ion   
712,YLR376C,14.84158376189388,SAABFA,nucleus,15 deg temperature,ATP,ion   
713,YJR017C,99.1365547777982,SAASCF,mitochondria,ste12 galactose,ATP,ion   
714,YNL263C,5.979734744661712,SAASCF,nucleus,ste12 galactose,ATP,ion   
715,YDL164C,2.8255889452797103,SAASCF,nucleus,ste12 galactose,ATP,ion   
716,YPL180W,52.65810999154614,INICIQ,mitochondria,YB212 biofuel generation,ATP,ion   
717,YDR128W,9.46060959170151,INICIQ,nucleus,YB212 biofuel generation,ATP,ion   
718,YNL006W,8.835852354513674,INICIQ,nucleus,YB212 biofuel generation,ATP,ion   
719,YIL117C,68.60845837492693,IFFAFQ,mitochondria,G2A2 glucose,ATP,ion   
720,YER028C,24.033920245391915,IFFAFQ,nucleus,G2A2 glucose,ATP,ion   
721,YFL033C,8.80312195034704,IFFAFQ,nucleus,G2A2 glucose,ATP,ion   
722,YOL103W,78.57156482114671,SAABRQ,mitochondria,wild type none,ATP,ion   
723,YDR270W,40.815909658583735,SAABRQ,nucleus,wild type none,ATP,ion   
724,YGR094W,17.1975037935891,SAABRQ,nucleus,wild type none,ATP,ion   
725,YBR168W,79.36442808961499,IFFAFB,mitochondria,G1B2 glucose,ATP,ion   
726,YDL185W,29.19016631361024,IFFAFB,nucleus,G1B2 glucose,ATP,ion   
727,YNR048W,8.79221876915971,IFFAFB,nucleus,G1B2 glucose,ATP,ion   
728,YHR162W,3.601739657824191,IFFABF,mitochondria,E1B1 ethanol,hydrolase,ion   
729,YCR066W,2.1852442886474117,SAASCC,mitochondria,pbs2 galactose,hydrolase,ion   
730,YKR092C,4.104244527605559,IFFAFF,mitochondria,G2A1 glucose,hydrolase,ion   
731,YGR037C,4.681752965354052,IFFAFA,mitochondria,G1A1 glucose,hydrolase,ion   
732,YNL330C,3.221836317827709,INICIA,mitochondria,YB210 biofuel generation,hydrolase,ion   
733,YLL006W,17.24312978531338,INICIF,mitochondria,YB211 biofuel generation,hydrolase,ion   
734,YLR440C,4.964276784580592,SAABQI,mitochondria,30 deg temperature,hydrolase,ion   
735,YML010W,15.63492882308931,FFNAAA,mitochondria,Strain6 phenol lysis,hydrolase,ion   
736,YLR210W,13.75614184904205,FFNARN,mitochondria,Strain6 phenol lysis,hydrolase,ion   
737,YCR017C,13.11998369864646,FFNAAR,mitochondria,Strain6 phenol lysis,hydrolase,ion   
738,YEL052W,0.6896972447129033,IFAAAR,mitochondria,DDY3630 strain W303,hydrolase,ion   
739,YOR027W,0.4882458254033604,AFIINC,mitochondria,itc1 itc1-1_dUTP,hydrolase,ion   
740,YPL081W,6.531178044578623,IFFABN,mitochondria,E2B1 ethanol,hydrolase,ion   
741,YHL028W,3.825531439884912,SAARRS,mitochondria,wild type salt stress,hydrolase,ion   
742,YDL204W,1.5939296252840804,SAABQR,mitochondria,37 deg temperature,hydrolase,ion   
743,YGL201C,0.6092975340317793,FAFASB,mitochondria,tet-control strain tet-control,hydrolase,ion   
744,YBR121C,1.7518455693072654,SAABBN,mitochondria,15 deg temperature,hydrolase,ion   
745,YLR190W,2.21445852955242,SAABFA,mitochondria,15 deg temperature,hydrolase,ion   
746,YNL064C,3.088434428561544,SAASCF,mitochondria,ste12 galactose,hydrolase,ion   
747,YIL136W,6.158321337994379,INICIQ,mitochondria,YB212 biofuel generation,hydrolase,ion   
748,YOR098C,4.750891211298402,IFFAFQ,mitochondria,G2A2 glucose,hydrolase,ion   
749,YBR274W,2.1590752579287624,SAABRQ,mitochondria,wild type none,hydrolase,ion   
750,YDR180W,5.509790428673418,IFFAFB,mitochondria,G1B2 glucose,hydrolase,ion   
751,YFL036W,0.0878473087274192,IFFABF,nucleus,E1B1 ethanol,dehydrogenase,ion   
752,YIL051C,0.3767662566633467,SAASCC,nucleus,pbs2 galactose,dehydrogenase,ion   
753,YNR010W,0.3648217357871608,IFFAFF,nucleus,G2A1 glucose,dehydrogenase,ion   
754,YFR034C,0.1950730402230855,IFFAFA,nucleus,G1A1 glucose,dehydrogenase,ion   
755,YHR070W,0.0,INICIA,nucleus,YB210 biofuel generation,dehydrogenase,ion   
756,YNL112W,0.0,INICIF,nucleus,YB211 biofuel generation,dehydrogenase,ion   
757,YHL047C,0.0,SAABQI,nucleus,30 deg temperature,dehydrogenase,ion   
758,YOR335C,0.1470369481795232,FFNAAA,nucleus,Strain6 phenol lysis,dehydrogenase,ion   
759,YGR120C,0.1951225794190361,FFNARN,nucleus,Strain6 phenol lysis,dehydrogenase,ion   
760,YDR438W,0.1809652923951236,FFNAAR,nucleus,Strain6 phenol lysis,dehydrogenase,ion   
761,YLR193C,0.0,IFAAAR,nucleus,DDY3630 strain W303,dehydrogenase,ion   
762,YOL147C,0.0169008170331932,AFIINC,nucleus,itc1 itc1-1_dUTP,dehydrogenase,ion   
763,YPL122C,0.39986804354563,IFFABN,nucleus,E2B1 ethanol,dehydrogenase,ion   
764,YGL179C,0.4512165288069384,SAARRS,nucleus,wild type salt stress,dehydrogenase,ion   
765,YLL028W,0.0332068671934183,SAABQR,nucleus,37 deg temperature,dehydrogenase,ion   
766,YLR026C,0.0293959336594279,FAFASB,nucleus,tet-control strain tet-control,dehydrogenase,ion   
767,YHR094C,0.2002109222065446,SAABBN,nucleus,15 deg temperature,dehydrogenase,ion   
768,YPL233W,0.0,SAABFA,nucleus,15 deg temperature,dehydrogenase,ion   
769,YDL033C,0.350460644375778,SAASCF,nucleus,ste12 galactose,dehydrogenase,ion   
770,YGL247W,0.0,INICIQ,nucleus,YB212 biofuel generation,dehydrogenase,ion   
771,YOR255W,0.279464188899906,IFFAFQ,nucleus,G2A2 glucose,dehydrogenase,ion   
772,YHR024C,0.2440693769832514,SAABRQ,nucleus,wild type none,dehydrogenase,ion   
773,YGR251W,0.1172295835887961,IFFAFB,nucleus,G1B2 glucose,dehydrogenase,ion   
774,YGR270W,88.19869796232896,IFFABF,nucleus,E1B1 ethanol,snRNA binding,ion   
775,YOR332W,38.95763093899005,SAASCC,nucleus,pbs2 galactose,snRNA binding,ion   
776,YDR046C,129.96774337417602,IFFAFF,nucleus,G2A1 glucose,snRNA binding,ion   
777,YDL245C,157.1313338996954,IFFAFA,nucleus,G1A1 glucose,snRNA binding,ion   
778,YDL210W,51.54938108524335,INICIA,nucleus,YB210 biofuel generation,snRNA binding,ion   
779,YDR479C,76.14566113194388,INICIF,nucleus,YB211 biofuel generation,snRNA binding,ion   
780,YJL168C,35.868647753378085,SAABQI,nucleus,30 deg temperature,snRNA binding,ion   
781,YPL020C,54.94280630308187,FFNAAA,nucleus,Strain6 phenol lysis,snRNA binding,ion   
782,YLR399C,40.19525136032146,FFNARN,nucleus,Strain6 phenol lysis,snRNA binding,ion   
783,YOR222W,45.33180574497846,FFNAAR,nucleus,Strain6 phenol lysis,snRNA binding,ion   
784,YAR031W,145.04778022276687,IFAAAR,nucleus,DDY3630 strain W303,snRNA binding,ion   
785,YDR295C,17.267001402245764,AFIINC,nucleus,itc1 itc1-1_dUTP,snRNA binding,ion   
786,YHR134W,101.29990436489292,IFFABN,nucleus,E2B1 ethanol,snRNA binding,ion   
787,YBR186W,60.83575894914417,SAARRS,nucleus,wild type salt stress,snRNA binding,ion   
788,YPL211W,33.63855646693278,SAABQR,nucleus,37 deg temperature,snRNA binding,ion   
789,YLR008C,37.25266501931142,FAFASB,nucleus,tet-control strain tet-control,snRNA binding,ion   
790,YJL191W,79.43368338544657,SAABBN,nucleus,15 deg temperature,snRNA binding,ion   
791,YOR051C,61.53367743820129,SAABFA,nucleus,15 deg temperature,snRNA binding,ion   
792,YMR219W,49.30543190561727,SAASCF,nucleus,ste12 galactose,snRNA binding,ion   
793,YGR055W,73.36434985262869,INICIQ,nucleus,YB212 biofuel generation,snRNA binding,ion   
794,YER174C,135.67986371090436,IFFAFQ,nucleus,G2A2 glucose,snRNA binding,ion   
795,YCL048W,266.3547885585683,SAABRQ,nucleus,wild type none,snRNA binding,ion   
796,YOR040W,158.84608576281877,IFFAFB,nucleus,G1B2 glucose,snRNA binding,ion   
797,YBR097W,51.566370222995126,IFFABF,nucleus,E1B1 ethanol,molecular_function,ion regulation  
798,YBR016W,14.055569396387089,IFFABF,nucleus,E1B1 ethanol,molecular_function,ion regulation  
799,YPL221W,27.88070299308766,SAASCC,nucleus,pbs2 galactose,molecular_function,ion regulation  
800,YLL035W,15.089488579367035,SAASCC,nucleus,pbs2 galactose,molecular_function,ion regulation  
801,YPL274W,50.43660497257498,IFFAFF,nucleus,G2A1 glucose,molecular_function,ion regulation  
802,YPR056W,14.410458563592853,IFFAFF,nucleus,G2A1 glucose,molecular_function,ion regulation  
803,YEL051W,49.06086961610601,IFFAFA,nucleus,G1A1 glucose,molecular_function,ion regulation  
804,YDR392W,13.75264933572753,IFFAFA,nucleus,G1A1 glucose,molecular_function,ion regulation  
805,YMR150C,64.43672635655419,INICIA,nucleus,YB210 biofuel generation,molecular_function,ion regulation  
806,YNL173C,6.443672635655418,INICIA,nucleus,YB210 biofuel generation,molecular_function,ion regulation  
807,YFL007W,53.79856493017774,INICIF,nucleus,YB211 biofuel generation,molecular_function,ion regulation  
808,YKL051W,9.656152679775492,INICIF,nucleus,YB211 biofuel generation,molecular_function,ion regulation  
809,YPR104C,28.527111663505377,SAABQI,nucleus,30 deg temperature,molecular_function,ion regulation  
810,YLR223C,2.72685626195272,SAABQI,nucleus,30 deg temperature,molecular_function,ion regulation  
811,YPR151C,12.645177543439004,FFNAAA,nucleus,Strain6 phenol lysis,molecular_function,ion regulation  
812,YPR138C,3.626911388428241,FFNAAA,nucleus,Strain6 phenol lysis,molecular_function,ion regulation  
813,YDR089W,8.585393494437591,FFNARN,nucleus,Strain6 phenol lysis,molecular_function,ion regulation  
814,YDL160C,1.853664504480844,FFNARN,nucleus,Strain6 phenol lysis,molecular_function,ion regulation  
815,YIR024C,11.672261359485471,FFNAAR,nucleus,Strain6 phenol lysis,molecular_function,ion regulation  
816,YPL145C,3.257375263112225,FFNAAR,nucleus,Strain6 phenol lysis,molecular_function,ion regulation  
817,YML028W,13.148744245978254,IFAAAR,nucleus,DDY3630 strain W303,molecular_function,ion regulation  
818,YHR079C,2.9701478119087934,IFAAAR,nucleus,DDY3630 strain W303,molecular_function,ion regulation  
819,YHL006C,6.059881840679401,AFIINC,nucleus,itc1 itc1-1_dUTP,molecular_function,ion regulation  
820,YGR158C,0.754903160815965,AFIINC,nucleus,itc1 itc1-1_dUTP,molecular_function,ion regulation  
821,YNL167C,49.31705870396103,IFFABN,nucleus,E2B1 ethanol,molecular_function,ion regulation  
822,YLR301W,15.594853698279568,IFFABN,nucleus,E2B1 ethanol,molecular_function,ion regulation  
823,YKL041W,47.43658985457292,SAARRS,nucleus,wild type salt stress,molecular_function,ion regulation  
824,YJR054W,12.477117927009251,SAARRS,nucleus,wild type salt stress,molecular_function,ion regulation  
825,YLR237W,27.86056157527799,SAABQR,nucleus,37 deg temperature,molecular_function,ion regulation  
826,YNL002C,4.981030079012752,SAABQR,nucleus,37 deg temperature,molecular_function,ion regulation  
827,YJR008W,10.820375944274888,FAFASB,nucleus,tet-control strain tet-control,molecular_function,ion regulation  
828,YPL190C,3.0945901070561423,FAFASB,nucleus,tet-control strain tet-control,molecular_function,ion regulation  
829,YIL031W,38.290338872001655,SAABBN,nucleus,15 deg temperature,molecular_function,ion regulation  
830,YHR009C,2.8530056414432607,SAABBN,nucleus,15 deg temperature,molecular_function,ion regulation  
831,YPR083W,26.479270076775748,SAABFA,nucleus,15 deg temperature,molecular_function,ion regulation  
832,YLR447C,0.8952066396062974,SAABFA,nucleus,15 deg temperature,molecular_function,ion regulation  
833,YLR335W,30.35865331905177,SAASCF,nucleus,ste12 galactose,molecular_function,ion regulation  
834,YGR185C,2.584647252271363,SAASCF,nucleus,ste12 galactose,molecular_function,ion regulation  
835,YJR088C,52.568858957662165,INICIQ,nucleus,YB212 biofuel generation,molecular_function,ion regulation  
836,YGL172W,7.318584778486074,INICIQ,nucleus,YB212 biofuel generation,molecular_function,ion regulation  
837,YDR282C,50.163821907533126,IFFAFQ,nucleus,G2A2 glucose,molecular_function,ion regulation  
838,YGL045W,13.414281067195487,IFFAFQ,nucleus,G2A2 glucose,molecular_function,ion regulation  
839,YOR046C,39.87718128557123,SAABRQ,nucleus,wild type none,molecular_function,ion regulation  
840,YER106W,4.787514702363778,SAABRQ,nucleus,wild type none,molecular_function,ion regulation  
841,YEL018W,46.18845593398568,IFFAFB,nucleus,G1B2 glucose,molecular_function,ion regulation  
842,YBL107C,14.770927532188312,IFFAFB,nucleus,G1B2 glucose,molecular_function,ion regulation  
843,YOR231W,202.31235199924663,IFFABF,cytoplasm,E1B1 ethanol,tRNA,ion regulation  
844,YPR036W,99.80538139012056,SAASCC,cytoplasm,pbs2 galactose,tRNA,ion regulation  
845,YGR235C,142.73650412672666,IFFAFF,cytoplasm,G2A1 glucose,tRNA,ion regulation  
846,YLR383W,153.03480005501058,IFFAFA,cytoplasm,G1A1 glucose,tRNA,ion regulation  
847,YDR037W,138.5389616665915,INICIA,cytoplasm,YB210 biofuel generation,tRNA,ion regulation  
848,YGL051W,168.9826718960711,INICIF,cytoplasm,YB211 biofuel generation,tRNA,ion regulation  
849,YDR219C,132.49724657436934,SAABQI,cytoplasm,30 deg temperature,tRNA,ion regulation  
850,YFL002C,20.48714811301358,FFNAAA,cytoplasm,Strain6 phenol lysis,tRNA,ion regulation  
851,YAL038W,14.731754746137232,FFNARN,cytoplasm,Strain6 phenol lysis,tRNA,ion regulation  
852,YPL129W,22.258730964600204,FFNAAR,cytoplasm,Strain6 phenol lysis,tRNA,ion regulation  
853,YGL181W,139.6303196070381,IFAAAR,cytoplasm,DDY3630 strain W303,tRNA,ion regulation  
854,YJL176C,151.7543140096014,AFIINC,cytoplasm,itc1 itc1-1_dUTP,tRNA,ion regulation  
855,YPR154W,193.5361330760849,IFFABN,cytoplasm,E2B1 ethanol,tRNA,ion regulation  
856,YKL122C,139.3081987416552,SAARRS,cytoplasm,wild type salt stress,tRNA,ion regulation  
857,YOL119C,101.57980674466673,SAABQR,cytoplasm,37 deg temperature,tRNA,ion regulation  
858,YIL147C,160.37619697302267,FAFASB,cytoplasm,tet-control strain tet-control,tRNA,ion regulation  
859,YEL031W,143.90160033595393,SAABBN,cytoplasm,15 deg temperature,tRNA,ion regulation  
860,YOR025W,133.38578930133832,SAABFA,cytoplasm,15 deg temperature,tRNA,ion regulation  
861,YNL298W,82.42396279912829,SAASCF,cytoplasm,ste12 galactose,tRNA,ion regulation  
862,YFR004W,92.37482006991569,INICIQ,cytoplasm,YB212 biofuel generation,tRNA,ion regulation  
863,YML128C,145.740574511301,IFFAFQ,cytoplasm,G2A2 glucose,tRNA,ion regulation  
864,YGL256W,324.2367800385194,SAABRQ,cytoplasm,wild type none,tRNA,ion regulation  
865,YER184C,172.32748787553032,IFFAFB,cytoplasm,G1B2 glucose,tRNA,ion regulation  
866,YCR021C,14.055569396387089,IFFABF,nucleus,E1B1 ethanol,ATP,ion regulation  
867,YNL318C,6.216643234945221,SAASCC,nucleus,pbs2 galactose,ATP,ion regulation  
868,YML006C,12.221528148869886,IFFAFF,nucleus,G2A1 glucose,ATP,ion regulation  
869,YPR046W,13.850185855839072,IFFAFA,nucleus,G1A1 glucose,ATP,ion regulation  
870,YDR439W,3.221836317827709,INICIA,nucleus,YB210 biofuel generation,ATP,ion regulation  
871,YLR401C,8.138757258667914,INICIF,nucleus,YB211 biofuel generation,ATP,ion regulation  
872,YDL130W,5.034196175912713,SAABQI,nucleus,30 deg temperature,ATP,ion regulation  
873,YKL067W,1.0782709533165042,FFNAAA,nucleus,Strain6 phenol lysis,ATP,ion regulation  
874,YNL076W,1.170735476514217,FFNARN,nucleus,Strain6 phenol lysis,ATP,ion regulation  
875,YBR173C,1.4477223391609888,FFNAAR,nucleus,Strain6 phenol lysis,ATP,ion regulation  
876,YNL323W,5.884674878276224,IFAAAR,nucleus,DDY3630 strain W303,ATP,ion regulation  
877,YGL166W,2.873138895642852,AFIINC,nucleus,itc1 itc1-1_dUTP,ATP,ion regulation  
878,YBL024W,15.461564350431026,IFFABN,nucleus,E2B1 ethanol,ATP,ion regulation  
879,YOR071C,8.004188858836125,SAARRS,nucleus,wild type salt stress,ATP,ion regulation  
880,YLR182W,6.076856696395557,SAABQR,nucleus,37 deg temperature,ATP,ion regulation  
881,YIR022W,4.812916047329976,FAFASB,nucleus,tet-control strain tet-control,ATP,ion regulation  
882,YMR308C,7.7581732355036035,SAABBN,nucleus,15 deg temperature,ATP,ion regulation  
